supplier_id,price_competitiveness,cost_variability,total_spend,order_frequency,average_delivery_delay,quality_rejection_rate,on_time_delivery_rate,average_late_days
SUP-062,1.0642282687102151,0.060899183500906666,561670.9,79,0.25316455696202533,0.0,0.8860759493670886,0.25316455696202533
SUP-063,0.9231535144515134,0.13230480469500086,294435.02,48,10.208333333333334,0.10416666666666667,0.0,10.208333333333334
SUP-064,1.0831963064212244,0.03337625669404111,113526.39,15,0.0,0.0,1.0,0.0
SUP-065,0.9145658183465916,0.05221484954018316,236963.28,35,0.05714285714285714,0.0,0.9428571428571428,0.05714285714285714
SUP-066,1.0097217039828472,0.0202567262508926,45419.78,7,0.0,0.0,1.0,0.0
SUP-067,1.0278711084709762,0.0508719422647353,52130.36,50,0.52,0.02,0.84,0.52
SUP-068,0.9066377332309103,0.04189894391976474,24136.62,23,0.17391304347826086,0.0,0.9130434782608695,0.17391304347826086
SUP-069,0.8647934640593076,0.0479483425270807,135677.66,155,0.27741935483870966,0.0064516129032258064,0.864516129032258,0.27741935483870966
SUP-070,1.040782160774599,0.04345557941673598,16387.47,18,0.2222222222222222,0.0,0.8888888888888888,0.2222222222222222
SUP-071,1.02348037217139,0.039793838686584176,42677.9,41,0.5365853658536586,0.0,0.7804878048780488,0.5365853658536586
SUP-072,1.0172480459697208,0.047803454215859374,2613675.05,2462,0.23639317627944761,0.010966693744922826,0.8976441917140536,0.23639317627944761
SUP-073,0.9738619826651572,0.056578824475012245,56781.73,51,0.11764705882352941,0.0,0.9019607843137255,0.11764705882352941
SUP-074,0.9425898431013323,0.045709847442912836,144871.05,156,0.30128205128205127,0.00641025641025641,0.8910256410256411,0.30128205128205127
SUP-075,0.9488359165023691,0.05474809516251431,44062.01,42,0.19047619047619047,0.0,0.9047619047619048,0.19047619047619047
SUP-076,0.941670480750374,0.0460752860740395,55800.73,59,0.2033898305084746,0.0,0.9152542372881356,0.2033898305084746
SUP-077,0.9140192426582384,0.04685412393780457,116641.33,121,0.1487603305785124,0.0,0.9090909090909091,0.1487603305785124
SUP-078,0.9291191870288791,0.14181217217333725,187468.95,193,11.005181347150259,0.09844559585492228,0.07253886010362694,11.005181347150259
SUP-079,1.0189322718888674,0.05039656629668272,1010624.74,925,0.21513513513513513,0.016216216216216217,0.9048648648648648,0.21513513513513513
SUP-080,1.0157233307617608,0.04394993366675857,71442.59,15,0.8,0.0,0.6666666666666666,0.8
SUP-081,0.8957421235630889,0.11137811268195606,2558860.68,471,0.2760084925690021,0.021231422505307854,0.8938428874734607,0.2760084925690021
SUP-082,0.8878485596308299,0.11457898462599107,1629892.92,304,0.27960526315789475,0.019736842105263157,0.8947368421052632,0.27960526315789475
SUP-083,1.0347783087916134,0.11352461057771376,11017400.63,1732,0.27136258660508084,0.018475750577367205,0.894919168591224,0.27136258660508084
SUP-084,1.0536640985092929,0.13487054995845024,132354.3,23,0.30434782608695654,0.043478260869565216,0.8695652173913043,0.30434782608695654
SUP-085,0.906166998817837,0.014846282851799992,17486.2,4,0.5,0.0,0.75,0.5
SUP-086,0.9438768033409434,0.11156647955899487,134862.68,25,0.16,0.0,0.92,0.16
SUP-087,0.9580917079334926,0.11000726785995688,1379428.48,242,0.2809917355371901,0.028925619834710745,0.8842975206611571,0.2809917355371901
SUP-088,0.8886401951232914,0.16467698680166679,22486.71,3,1.3333333333333333,0.0,0.6666666666666666,1.3333333333333333
SUP-089,1.0086656276815247,0.10358959057303536,65105.73,10,0.1,0.0,0.9,0.1
SUP-090,1.0369725155722715,0.10132460657628965,363398.56,56,0.07142857142857142,0.017857142857142856,0.9464285714285714,0.07142857142857142
SUP-091,0.9191064796192631,0.09818297290843876,171617.89,31,0.16129032258064516,0.03225806451612903,0.9032258064516129,0.16129032258064516
SUP-092,0.9483244409025666,0.11009673958810107,1465396.92,259,0.28957528957528955,0.007722007722007722,0.8996138996138996,0.28957528957528955
SUP-093,1.030453549164311,0.11458137038937978,9495512.06,1529,0.22302158273381295,0.016350555918901243,0.9025506867233486,0.22302158273381295
SUP-094,1.0183743150534412,0.11159821033684093,324232.8,50,0.32,0.06,0.88,0.32
SUP-095,1.0026538223282908,0.052236026510360196,12149653.63,1353,0.2675535846267554,0.015521064301552107,0.885439763488544,0.2675535846267554
SUP-096,0.8717635139222333,0.049460988923257766,221238.84,28,0.17857142857142858,0.0,0.8928571428571429,0.17857142857142858
SUP-097,0.9958946040179358,0.059689753195054394,10907185.71,1247,0.25020048115477145,0.019246190858059342,0.8933440256615878,0.25020048115477145
SUP-098,0.9183366196868665,0.058454668414050164,1020659.07,132,0.25,0.015151515151515152,0.8863636363636364,0.25
SUP-099,1.0834737938860062,0.05628762788878893,561564.06,65,0.2153846153846154,0.03076923076923077,0.8615384615384616,0.2153846153846154
SUP-100,1.0382927052502045,0.061592211079266976,1677254.91,174,0.22413793103448276,0.022988505747126436,0.896551724137931,0.22413793103448276
SUP-101,0.9525288322109823,0.05497967568733275,81096.7,10,0.0,0.0,1.0,0.0
SUP-102,0.9084111915951204,0.06065342564225184,5689957.03,710,0.23943661971830985,0.023943661971830985,0.9112676056338028,0.23943661971830985
SUP-103,1.0712682296931828,0.06334272805797353,1482987.6,156,0.38461538461538464,0.01282051282051282,0.8589743589743589,0.38461538461538464
SUP-104,1.0569810745859114,0.05495881314686138,188833.89,21,0.047619047619047616,0.0,0.9523809523809523,0.047619047619047616
SUP-105,1.0792070256631783,0.06494185615391435,6606243.68,708,0.23728813559322035,0.00847457627118644,0.8954802259887006,0.23728813559322035
SUP-106,1.0158622888314683,0.05335208589165882,519128.21,58,0.46551724137931033,0.034482758620689655,0.8448275862068966,0.46551724137931033
