supplier_id,price_competitiveness,cost_variability,total_spend_log,order_frequency_log,quality_rejection_rate_log,average_late_days_log
SUP-017,-1.9486945673723517,-0.5436458059832682,-0.7712378018716035,-0.7514254688891927,0.3538395935064541,-0.07856575360703066
SUP-018,0.9421330475910227,1.386482601106623,-0.09149204892141907,-0.031548930124472865,5.03085634508639,3.9467432074766933
SUP-019,-0.17681253571827646,-0.4811555119490564,-0.5429535346561131,-0.6111281074762658,-0.6706042449270445,-0.014583149605906549
SUP-020,-2.013201648819894,-1.1159608245900803,-1.3843405698820304,-1.3955973284737404,-0.6706042449270445,0.28268330297493066
SUP-021,-1.268688894518846,-0.020571420144460187,-0.879128996835041,-0.8546301131273779,-0.6706042449270445,-0.6889748244681999
SUP-022,-0.5892541406966006,1.501000880169006,1.1730856560311225,0.7590453793450282,-0.34436561922650905,-0.22677942940223988
SUP-023,-1.3598977485047963,1.205462774674066,0.2858594246763906,-0.2609196993294096,0.6618195193289282,-0.19854964239163955
SUP-024,0.6335145178434233,1.6664404411090183,1.0230742292521833,0.54848400610016,-0.3229605393376383,-0.18107603058475585
SUP-025,0.6698788126715747,1.3552259602627914,1.5113080912433636,1.119097637786308,-0.13520369948844096,-0.27836967347461306
SUP-026,0.9186493249443974,1.6007092326984231,0.22771522269193686,-0.4383606850000764,-0.06564107611595665,0.07218270656147244
SUP-027,0.11960805883499219,0.8053857628175574,0.2633128577926134,-0.36762610182515393,-0.6706042449270445,-0.5101192837709259
SUP-028,0.7381002652011468,1.2487540267414725,1.6504120481192246,1.2937913042920832,-0.17019290518198643,-0.2565618969815066
SUP-029,0.2759118626722141,2.9324875177786502,1.0835504305554988,0.6392420759385291,3.3166839112353035,4.008530425446874
SUP-030,-0.8274623916864656,1.2916705538967366,-0.38048676757053407,-1.079652204100931,1.1164327220761,-0.5159344295681171
SUP-031,0.8494844128127624,1.1432489646764614,-0.394160635877607,-1.1676948970164944,-0.6706042449270445,0.010486507633423873
SUP-032,-1.5947286053012908,1.3697500061450716,1.3302305378817056,0.9931032329215008,0.2603668264281507,-0.22809719668050654
SUP-033,-1.4089387582221244,1.3825613558569705,1.1512612744442314,0.7716890008625131,-0.19241092524558412,-0.27647678806486353
SUP-034,0.23804218552783063,1.5218545469639975,1.3760050271078594,0.9905015688975457,-0.11786999958173212,-0.2263184962793867
SUP-035,0.016105245018214344,1.5779497353311736,0.7041553956086334,0.18928812760884556,-0.45895430295494355,-0.34392733808819925
SUP-036,1.273817526477298,1.4097218611966549,1.3662617242964101,0.9453940501328081,-0.0750207287791966,-0.16493958066899156
SUP-037,0.789649230806223,-0.58053053877632,-0.8459412554495571,-0.6237717289937509,-0.6706042449270445,-0.06081131007229427
SUP-038,0.8545998063716884,-0.7512687755443517,0.9737261667772166,1.5724351177684068,-0.1465256212767531,-0.28047882884850256
SUP-039,-1.4192904088104814,-0.6964062885670493,0.07310217679229519,0.5768338047941991,-0.11945609208145058,-0.30228136378985365
SUP-040,1.0319534066999727,-0.7425067373264014,0.7224162723930627,1.2740644139243869,0.017227332894418867,-0.17425900659135776
SUP-041,0.20376018250028957,-0.6454582736429402,-0.5499143732887541,-0.1886353092566164,-0.27252433758040084,-0.12696268085185086
SUP-042,-1.4922458204385889,-0.6249728558745681,-0.5903518067995458,-0.20750230086644922,-0.25975148050795493,0.06170982279570813
SUP-043,0.8284100668095897,-0.7777475058921813,0.07892150076759652,0.4793348844824911,0.23330492513885437,-0.15149494501784086
SUP-044,-0.5361553730500452,-0.8272115060648352,0.09127582325615863,0.5751006150208494,-0.22778242733148016,-0.29677591071701465
SUP-045,-1.164138265967562,-0.7389676845203778,-0.23613347475339727,0.17594202637664694,0.18785309499923025,-0.2839689290962777
SUP-046,-0.7384167996576666,1.6912026223685763,0.9249638647736986,1.5815989988504642,3.5757919193540113,3.956156259631413
SUP-047,1.105786233125014,-0.39452936842324365,-0.7912297899398392,-0.7838955299524557,0.41156216979410104,-0.6353900779551115
SUP-048,1.9955118175433204,-0.29546056422922706,-0.4185516645536269,-0.47711928351939203,-0.6706042449270445,-0.391159692945426
SUP-049,-0.8906115550972415,-0.42663113139531333,-0.5737737760672984,-0.47711928351939203,-0.6706042449270445,-0.15795380592244546
SUP-050,-0.3810371838811184,-0.38153575769558407,0.8904239189750074,1.2406300012454228,-0.2328289396724793,-0.29197445548985296
SUP-051,-0.1393904514472356,-0.37598544904700376,1.2789482487358261,1.6895202724899652,-0.10174748647839206,-0.20493152727561442
SUP-052,-0.3891261112696264,-0.3929858382961104,0.723524473029839,1.0143563297432205,0.22832768137813875,-0.24240198002205887
SUP-053,0.2387032872129097,-0.3170333259633369,0.2872313047071072,0.47113612452179743,-0.5383687708314008,-0.13521754925043178
SUP-054,0.24182059509912565,-0.36613982338078127,0.4133371965553727,0.6169969461710948,-0.2575425522251544,-0.32087432692089685
SUP-055,1.3390579478750446,-0.42641632133036766,0.6400954989039449,0.8653356209690549,0.07664838933551807,-0.3967304978160764
SUP-056,2.5478857137088315,-0.33630976130374407,0.21652190717853972,0.2665861623392118,0.06815635568579098,-0.33602919784587265
SUP-057,0.056318847786303,-0.7603947982376065,1.350353221405126,1.513214590100437,-0.18448645136078975,-0.3276197729176247
SUP-058,1.2666453579909076,-1.4637602829932586,-1.346752992896983,-1.5531601454251072,-0.6706042449270445,0.28268330297493066
SUP-059,0.4428956219546774,-0.7790320793799055,0.8635992884866834,0.8976366321115302,-0.28257703365521486,-0.2357780319353483
SUP-060,-0.13933847554012255,-0.7942209559350134,0.21294622678499,0.15883118689354772,-0.44791163696954606,-0.16121756533422701
SUP-061,-0.03757168162144586,-0.7163357398616479,0.9435108645920945,1.011845316302587,-0.08411396288284118,-0.29185690985708473
SUP-062,1.0735545048829886,-0.5414053952790415,-0.14678847375469048,-0.30435186104320244,-0.6706042449270445,-0.25971673625125014
SUP-063,-1.0667725129587755,1.4462250711999465,-0.466448442476412,-0.5987451978533175,3.1359100844905505,3.907828545863587
SUP-064,1.3613296195847073,-1.307527262621912,-0.9381348703340435,-1.2708995412546795,-0.6706042449270445,-0.6889748244681999
SUP-065,-1.1970614373730808,-0.7831405202279972,-0.5739257869212333,-0.7838955299524557,-0.6706042449270445,-0.5832735929651539
SUP-066,0.24660375987730979,-1.6727194978917215,-1.3915366443383763,-1.6871689693819814,-0.6706042449270445,-0.6889748244681999
SUP-067,0.5219589145809368,-0.8205213786212171,-1.323335423245513,-0.5747200005665982,0.09010115336425575,0.10746779896559477
SUP-068,-1.3173430204387835,-1.0702916990508948,-1.7044366986077055,-1.0273975356035674,-0.6706042449270445,-0.38398182514933826
SUP-069,-1.952186726674057,-0.901902029236338,-0.8499142269939689,0.0967129615592766,-0.42356566176818244,-0.2232530117983787
SUP-070,0.7178399864241486,-1.0269615509863261,-1.8960742473362135,-1.1676948970164944,-0.6706042449270445,-0.3072725309380179
SUP-071,0.45534450451441705,-1.1288889246844445,-1.4223541047376385,-0.6913203639028864,-0.6706042449270445,0.12811036098910833
SUP-072,0.3607902646468467,-0.9059351069801413,0.6142286714140139,1.7537977572493404,-0.25161890901137723,-0.28534528380280344
SUP-073,-0.2974448956871141,-0.6616659165432331,-1.2810351165941902,-0.563058472219137,-0.6706042449270445,-0.47740890587132484
SUP-074,-0.7718926844915667,-0.9642122641163275,-0.8174651543904156,0.10055035378278017,-0.425144193842595,-0.1880482292685029
SUP-075,-0.6771298778795026,-0.7126256770851375,-1.4065576021350001,-0.6771891274567111,-0.6706042449270445,-0.3573315438952788
SUP-076,-0.7858408645843316,-0.9540399983379595,-1.2896606111284319,-0.47711928351939203,-0.6706042449270445,-0.3368093466197195
SUP-077,-1.205353854533223,-0.9323604464962515,-0.9247377805987776,-0.05092318575604609,-0.6706042449270445,-0.42518061687684616
SUP-078,-0.9762638300691426,1.7108699680573924,-0.6898856731198402,0.22763411887068533,2.9363544809616116,4.0384685158986375
SUP-079,0.3863426340827575,-0.8337538348527082,0.1439427281519539,1.1663031724056785,-0.052665441035156794,-0.31833419828776144
SUP-080,0.3376579248369418,-1.0132008196580822,-1.1673593233094617,-1.2708995412546795,-0.6706042449270445,0.4290734166209541
SUP-081,-1.4826466417028108,0.8637144801263332,0.6037383336370452,0.7615954886529183,0.1364499618599101,-0.22535500778515188
SUP-082,-1.6024044838486404,0.9528132161763738,0.3804968980510547,0.49935506632812965,0.08018904718322055,-0.2200008814153685
SUP-083,0.6267520616013803,0.9234639024056241,1.326307755997463,1.542688809219966,0.0326532410593297,-0.2322932505612542
SUP-084,0.9132793442355399,1.517644566886344,-0.8621884010373234,-1.0273975356035674,0.9642964151394158,-0.18357214210371278
SUP-085,-1.3244848055712328,-1.8233233573268974,-1.8639570306020177,-1.9694295735524088,-0.6706042449270445,0.08227361992930508
SUP-086,-0.7523674633688971,0.8689578172392493,-0.8528961434876965,-0.9793279003464387,-0.6706042449270445,-0.40666027809692096
SUP-087,-0.5367048913137733,0.8255559586058183,0.297918681763194,0.36287991512818185,0.4247879806637598,-0.21794100653342383
SUP-088,-1.590394122096099,2.347329694976216,-1.739479770114145,-2.103438397509283,-0.6706042449270445,0.9226981498451398
SUP-089,0.23058141305487587,0.646914968075924,-1.213329471090854,-1.495921632228233,-0.6706042449270445,-0.5076822139836433
SUP-090,0.6600416468290975,0.5838673939111124,-0.36229269021537247,-0.5079234632380806,0.009313810672819924,-0.5577412269409042
SUP-091,-1.128172428479646,0.49641760090723863,-0.7336098031450006,-0.8546301131273779,0.5490019131549368,-0.4045456222829351
SUP-092,-0.684889771213903,0.8280464730747636,0.3278411786166263,0.4034892079923402,-0.37510765482630415,-0.2052378796227308
SUP-093,0.5611386219422031,0.9528796257379445,1.2527316687664163,1.4678685415505945,-0.04758755158126167,-0.3060289004858911
SUP-094,0.37787754693142966,0.8698410678813878,-0.4187346874784978,-0.5747200005665982,1.5677589934195844,-0.16088241729199443
SUP-095,0.13937282303361062,-0.7825510429514518,1.3747251294791336,1.394478612091121,-0.07895212905466586,-0.23800059353583244
SUP-096,-1.8464400527513272,-0.8597963516752035,-0.6079093747732977,-0.9137482830688318,-0.6706042449270445,-0.37644861645634786
SUP-097,0.03682479702312996,-0.5750708194122588,1.3213315877594576,1.3455212459411818,0.0617013429883432,-0.26422112781473
SUP-098,-1.139852420565551,-0.6094503556218186,0.14883266592015434,0.00092113093879007,-0.09293370056168399,-0.26452617676234386
SUP-099,1.3655395430476653,-0.669771597816404,-0.1468826290933361,-0.41988077032251786,0.49355658148252207,-0.3179437101674376
SUP-100,0.6800710110566188,-0.5221144388273803,0.394674024672646,0.16573413461435318,0.20248713985867195,-0.3042934657891057
SUP-101,-0.6211025092174762,-0.706179454800745,-1.1046274672031966,-1.495921632228233,-0.6706042449270445,-0.6889748244681999
SUP-102,-1.2904368537622457,-0.5482462545709332,0.9992647810441241,1.0076368208765174,0.23833759477679214,-0.2806688426050933
SUP-103,1.180361841004704,-0.4733874503805132,0.33374707494141603,0.10055035378278017,-0.18124262977750674,-0.06997823243504432
SUP-104,0.9636031144354336,-0.7067601796842439,-0.6862951467883545,-1.079652204100931,-0.6706042449270445,-0.6004875811165783
SUP-105,1.3008059246609194,-0.4288744880934859,1.0731654902994126,1.005945130068789,-0.3464304452404331,-0.2839689290962777
SUP-106,0.3397661384043161,-0.7514846704226115,-0.18577244394271086,-0.48721279572898635,0.631702412892922,0.038035981703296695
